103.59.176.154:8080
78.129.239.197:808
46.166.174.68:1080
176.9.119.170:8080
45.32.254.223:80
162.144.233.16:80
170.82.119.165:8083
167.99.236.14:80
201.134.205.167:80
3.142.107.42:80
45.79.188.77:80
45.128.220.250:59394
3.96.207.147:80
187.19.158.13:80
52.168.34.113:80
46.4.162.57:3128
119.81.189.194:80
92.204.251.168:1080
34.219.207.9:8888
194.182.80.224:80
74.208.27.199:8118
12.218.209.130:53281
54.37.160.90:1080
92.204.251.170:1080
92.204.251.163:1080
185.134.21.163:59394
185.208.102.139:8080
78.138.99.70:1080
176.118.209.12:53281
197.157.219.169:48625
36.95.80.147:8080
103.12.160.85:31231
78.138.99.78:1080
103.81.114.182:53281
94.228.192.197:8087
54.37.160.93:1080
94.27.63.94:3128
103.21.163.81:6666
103.107.94.2:52827
142.93.185.23:80
94.23.91.209:80
51.158.97.95:80
5.39.17.96:80
100.19.135.109:80
163.172.205.203:80
45.115.178.137:80
103.78.73.91:3128
194.87.102.116:81
54.220.204.129:8888
41.79.191.183:80
160.251.50.119:3128
91.185.57.244:59398
91.107.6.115:53281
35.240.186.40:80
35.225.244.185:80
185.180.231.30:443
212.95.75.12:80
45.128.220.93:59394
95.111.225.137:443
74.208.177.198:80
129.205.106.226:8080
104.236.78.102:3128
103.161.39.220:3128
72.169.67.241:87
165.22.216.241:80
27.116.51.92:6666
162.55.188.174:80
207.47.68.58:21231
104.167.6.218:80
188.133.160.55:8091
139.162.24.107:3128
212.174.11.111:9090
190.52.198.18:999
159.89.131.73:3128
203.110.240.156:80
165.84.180.111:3128
